2023-06-15,D,N-CLVRKDS14UIA,2023-06-15T15:11:09Z,S36,UIA_F6-S36_FFT-2_01,WIP3613MUIAX000PW,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-15,D,N-CLVRKDS14UIA,2023-06-15T15:35:21Z,S36,UIA_F6-S36_FFT-2_01,WIP3613MUIAX000Q0,"Press Enter for start the test
","Press Enter for start the test  
",1,0,0,0,0,
2023-06-16,D,N-CLVRKDS14UIA,2023-06-16T12:56:29Z,S36,UIA_F6-S36_FFT-2_01,WIP3613MUIAX000XN,"Type-A
","Type-A  
",0,0,1,0,0,
2023-06-17,D,N-CLVRKDS14UIA,2023-06-17T08:29:35Z,S36,UIA_F6-S36_FFT-2_01,WIP3614MUIAX00122,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-17,D,N-CLVRKDS14UIA,2023-06-17T12:06:49Z,S36,UIA_F6-S36_FFT-2_01,WIP3614MUIAX0014G,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-17,D,N-CLVRKDS14UIA,2023-06-17T13:15:10Z,S36,UIA_F6-S36_FFT-2_01,WIP3614MUIAX00142,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-17,D,N-CLVRKDS14UIA,2023-06-17T13:22:37Z,S36,UIA_F6-S36_FFT-2_01,WIP3615MUIAX0016R,"lcd_brightness_check
","lcd_brightness_check  
",1,0,0,0,0,
2023-06-19,D,N-CLVRKDS14UIA,2023-06-19T08:12:38Z,S36,UIA_F6-S36_FFT-2_01,WIP3615MUIAX001A0,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-19,D,N-CLVRKDS14UIA,2023-06-19T09:02:22Z,S36,UIA_F6-S36_FFT-2_01,WIP3615MUIAX001AE,"lcd_display_check
","lcd_display_check  
",1,0,0,0,0,
2023-06-19,D,N-CLVRKDS14UIA,2023-06-19T10:59:35Z,S36,UIA_F6-S36_FFT-2_01,WIP3612MUIAX000FQ,"ask_question_to_op
","ask_question_to_op  
",1,0,0,0,0,
2023-06-19,D,N-CLVRKDS14UIA,2023-06-19T13:10:56Z,S36,UIA_F6-S36_FFT-2_01,WIP3615MUIAX001DC,"Type-A
","Type-A  
",1,0,0,0,0,
2023-06-19,D,N-CLVRKDS14UIA,2023-06-19T16:28:45Z,S36,UIA_F6-S36_FFT-2_01,WIP3615MUIAX001B1,"Type-A
","Type-A  
",1,0,0,0,0,
